time,original_flat_f0,midi_f0,source_f0_mapped,source_f0_refined,target_f0,is_vowel_region,source_strength,midi_anchor_strength,flat_f0_blend_strength
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.005000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.015000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.025000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.035000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.045000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.055000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.060000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.065000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.070000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.075000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.080000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.085000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.090000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.095000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.110000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.115000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.120000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.130000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.135000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.140000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.145000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.155000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.160000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.165000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.170000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.175000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.180000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.185000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.190000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.195000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.205000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.210000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.215000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.225000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.230000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.235000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.240000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.245000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.255000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.260000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.265000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.270000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.275000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.280000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.285000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.290000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.295000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.305000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.315000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.320000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.325000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.335000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.340000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.345000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.355000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.360000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.365000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.370000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.375000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.385000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.390000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.395000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.405000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.410000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.415000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.420000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.425000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.430000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.435000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.440000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.445000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.455000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.460000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.465000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.470000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.475000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.480000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.485000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.490000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.495000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.505000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.510000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.515000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.520000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.525000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.350000,0.100000
0.530000,157.492723,415.304698,417.500138,417.500138,238.763947,1,0.900000,0.350000,0.100000
0.535000,162.392964,415.304698,417.346185,417.346185,318.434258,1,0.900000,0.350000,0.100000
0.540000,166.633432,415.304698,417.303451,417.303451,398.093841,1,0.900000,0.350000,0.100000
0.545000,168.129964,415.304698,417.338845,417.338845,398.202237,1,0.900000,0.350000,0.100000
0.550000,166.880532,415.304698,417.397211,417.397211,398.297462,1,0.900000,0.350000,0.100000
0.555000,165.475396,415.304698,417.426138,417.426138,398.477117,1,0.900000,0.350000,0.100000
0.560000,168.446608,415.304698,417.387747,417.387747,398.838478,1,0.900000,0.350000,0.100000
0.565000,179.014577,415.304698,417.275179,417.275179,399.400047,1,0.900000,0.350000,0.100000
0.570000,194.631633,415.304698,417.104423,417.104423,400.105760,1,0.900000,0.350000,0.100000
0.575000,209.290850,415.304698,416.896722,416.896722,400.905560,1,0.900000,0.350000,0.100000
0.580000,219.918792,415.304698,416.669719,416.669719,401.782478,1,0.900000,0.350000,0.100000
0.585000,231.049188,415.304698,416.430405,416.430405,402.671171,1,0.900000,0.350000,0.100000
0.590000,248.033177,415.304698,416.183330,416.183330,403.389751,1,0.900000,0.350000,0.100000
0.595000,265.174455,415.304698,415.931533,415.931533,403.734668,1,0.900000,0.350000,0.100000
0.600000,268.907740,415.304698,415.661971,415.661971,403.630278,1,0.900000,0.350000,0.100000
0.605000,255.159074,415.304698,415.341013,415.341013,403.176361,1,0.900000,0.350000,0.100000
0.610000,237.501659,415.304698,414.930537,414.930537,402.686252,1,0.900000,0.350000,0.100000
0.615000,233.387957,415.304698,414.406200,414.406200,402.470526,1,0.900000,0.350000,0.100000
