time,original_f0,hard_midi_f0,soft_target_f0,strength
0.465000,0.000000,0.000000,0.000000,0.000000
0.470000,0.000000,0.000000,0.000000,0.000000
0.475000,0.000000,0.000000,0.000000,0.000000
0.480000,0.000000,0.000000,0.000000,0.000000
0.485000,0.000000,0.000000,0.000000,0.000000
0.490000,0.000000,0.000000,0.000000,0.000000
0.495000,0.000000,0.000000,0.000000,0.000000
0.500000,0.000000,0.000000,0.000000,0.000000
0.505000,0.000000,0.000000,0.000000,0.000000
0.510000,0.000000,0.000000,0.000000,0.000000
0.515000,0.000000,0.000000,0.000000,0.000000
0.520000,0.000000,0.000000,0.000000,0.000000
0.525000,0.000000,0.000000,0.000000,0.000000
0.530000,157.492723,415.304698,196.025170,0.650000
0.535000,162.392964,415.304698,261.783878,0.650000
0.540000,166.633432,415.304698,327.455126,0.650000
0.545000,168.129964,415.304698,328.013913,0.650000
0.550000,166.880532,415.304698,328.437669,0.650000
0.555000,165.475396,415.304698,329.304349,0.650000
0.560000,168.446608,415.304698,331.159466,0.650000
0.565000,179.014577,415.304698,334.128188,0.650000
0.570000,194.631633,415.304698,337.939226,0.650000
0.575000,209.290850,415.304698,342.321406,0.650000
0.580000,219.918792,415.304698,347.152708,0.650000
0.585000,231.049188,415.304698,352.090706,0.650000
0.590000,248.033177,415.304698,356.263888,0.650000
0.595000,265.174455,415.304698,358.730708,0.650000
0.600000,268.907740,415.304698,359.182381,0.650000
0.605000,255.159074,415.304698,358.157215,0.650000
0.610000,237.501659,415.304698,357.199364,0.650000
0.615000,233.387957,415.304698,357.797276,0.650000
0.620000,251.490858,415.304698,360.612066,0.650000
0.625000,277.449348,415.304698,365.198071,0.650000
0.630000,295.370363,415.304698,369.994655,0.650000
0.635000,303.016010,415.304698,372.974305,0.650000
0.640000,301.910585,415.304698,373.429111,0.650000
0.645000,294.057281,415.304698,358.044284,0.650000
0.650000,283.946580,415.304698,339.621349,0.650000
0.655000,275.420993,415.304698,320.636640,0.150000
0.660000,268.693904,369.994423,301.857497,0.150000
0.665000,264.934175,369.994423,283.560103,0.150000
0.670000,262.909675,369.994423,279.679528,0.150000
0.675000,261.580259,369.994423,277.981955,0.150000
0.680000,260.590017,369.994423,276.343608,0.150000
0.685000,258.708180,369.994423,274.343585,0.150000
0.690000,255.296837,369.994423,271.994924,0.150000
0.695000,251.144834,369.994423,269.474580,0.150000
0.700000,247.764604,369.994423,267.048412,0.150000
0.705000,245.764466,369.994423,264.911863,0.150000
0.710000,244.436605,369.994423,263.145726,0.150000
0.715000,242.728904,369.994423,261.684462,0.150000
0.720000,240.755793,369.994423,260.378010,0.150000
0.725000,239.168930,369.994423,259.188222,0.150000
0.730000,238.079456,369.994423,258.229027,0.150000
0.735000,237.437851,369.994423,257.530606,0.150000
0.740000,237.086581,369.994423,257.021043,0.150000
0.745000,236.647436,369.994423,256.637076,0.150000
0.750000,236.171497,369.994423,256.307869,0.150000
0.755000,235.820826,369.994423,256.008328,0.150000
0.760000,235.501338,369.994423,255.774827,0.150000
0.765000,235.324578,369.994423,255.621159,0.150000
0.770000,235.273901,369.994423,255.549650,0.150000
0.775000,235.267565,369.994423,255.556887,0.150000
0.780000,235.400183,369.994423,255.601688,0.150000
0.785000,235.543911,369.994423,255.660823,0.150000
0.790000,235.588114,369.994423,255.748634,0.150000
0.795000,235.621755,369.994423,255.842381,0.150000
0.800000,235.784100,369.994423,255.939180,0.150000
0.805000,235.951634,369.994423,269.429859,0.150000
0.810000,236.113318,369.994423,282.925440,0.150000
0.815000,236.303090,369.994423,296.408094,0.650000
0.820000,236.454810,369.994423,309.884885,0.650000
0.825000,236.664407,369.994423,323.363190,0.650000
0.830000,236.987521,369.994423,323.485677,0.650000
0.835000,237.401823,369.994423,323.663336,0.650000
0.840000,238.052901,369.994423,323.898138,0.650000
0.845000,238.992798,369.994423,324.191115,0.650000
0.850000,240.018718,369.994423,324.547591,0.650000
0.855000,241.172900,369.994423,324.893429,0.650000
0.860000,242.494338,369.994423,325.149984,0.650000
0.865000,242.993450,369.994423,325.347484,0.650000
0.870000,242.657869,369.994423,325.577385,0.650000
0.875000,242.840146,369.994423,325.849428,0.650000
0.880000,244.457205,369.994423,326.135621,0.650000
0.885000,246.380660,369.994423,326.436756,0.650000
0.890000,247.081929,369.994423,326.695563,0.650000
0.895000,246.959790,369.994423,326.836218,0.650000
0.900000,246.537385,369.994423,326.898586,0.650000
0.905000,246.466572,369.994423,327.024375,0.650000
0.910000,247.271622,369.994423,327.294981,0.650000
0.915000,248.878920,369.994423,327.726042,0.650000
0.920000,250.825590,369.994423,328.267050,0.650000
0.925000,252.695404,369.994423,328.872403,0.650000
0.930000,254.195259,369.994423,329.564429,0.650000
0.935000,255.919514,369.994423,330.374335,0.650000
0.940000,258.765012,369.994423,331.339049,0.650000
0.945000,262.395670,369.994423,332.477483,0.650000
0.950000,266.477037,369.994423,333.746398,0.650000
0.955000,270.458603,369.994423,325.768773,0.650000
0.960000,274.046870,369.994423,317.984632,0.650000
0.965000,277.266870,369.994423,310.261267,0.150000
0.970000,279.899990,369.994423,302.557538,0.150000
0.975000,281.938060,369.994423,294.891030,0.150000
0.980000,283.693028,369.994423,296.490463,0.150000
0.985000,285.389500,369.994423,297.700651,0.150000
0.990000,286.675304,369.994423,298.586330,0.150000
0.995000,287.018740,369.994423,299.338911,0.150000
1.000000,287.147938,369.994423,300.020165,0.150000
1.005000,288.119972,369.994423,300.647737,0.150000
1.010000,289.396877,369.994423,301.252987,0.150000
1.015000,290.366905,369.994423,301.618221,0.150000
1.020000,290.579037,369.994423,301.432093,0.150000
1.025000,289.296371,369.994423,301.069455,0.150000
1.030000,287.025100,369.994423,301.339078,0.150000
1.035000,287.263714,369.994423,302.551484,0.150000
1.040000,291.952921,369.994423,304.572355,0.150000
1.045000,297.710835,369.994423,307.124814,0.150000
1.050000,301.183850,369.994423,309.587778,0.150000
1.055000,302.039565,369.994423,311.324213,0.150000
1.060000,301.751738,369.994423,312.499815,0.150000
1.065000,302.167243,369.994423,313.835745,0.150000
1.070000,304.626141,369.994423,315.854848,0.150000
1.075000,309.042266,369.994423,318.505248,0.150000
1.080000,313.916640,369.994423,321.206835,0.150000
1.085000,317.342327,369.994423,323.268549,0.150000
1.090000,318.058929,369.994423,324.292836,0.150000
1.095000,316.753873,369.994423,324.317989,0.150000
1.100000,315.067480,369.994423,323.603795,0.150000
1.105000,314.064598,369.994423,322.513528,0.150000
1.110000,313.141191,369.994423,321.313458,0.150000
1.115000,311.645592,369.994423,320.046859,0.150000
1.120000,309.694636,369.994423,318.613334,0.150000
1.125000,307.616896,369.994423,317.009230,0.150000
1.130000,305.632099,369.994423,315.281161,0.150000
1.135000,303.705289,369.994423,313.433324,0.150000
1.140000,301.480480,369.994423,311.523832,0.150000
1.145000,298.825003,369.994423,309.733641,0.150000
1.150000,296.384594,369.994423,315.733305,0.150000
1.155000,295.101562,369.994423,322.067383,0.150000
1.160000,294.716007,369.994423,328.677400,0.650000
1.165000,294.090247,369.994423,335.309173,0.650000
1.170000,291.583214,369.994423,341.501309,0.650000
1.175000,285.967322,369.994423,339.415100,0.650000
1.180000,276.570836,369.994423,336.905040,0.650000
1.185000,264.913027,369.994423,334.869912,0.650000
1.190000,258.232241,369.994423,334.026248,0.650000
1.195000,262.509967,369.994423,334.667873,0.650000
1.200000,273.914974,369.994423,336.632914,0.650000
1.205000,285.736904,369.994423,339.254657,0.650000
1.210000,292.985051,369.994423,341.480571,0.650000
1.215000,295.685711,369.994423,342.794210,0.650000
1.220000,294.308736,369.994423,343.546290,0.650000
1.225000,292.681249,369.994423,344.646990,0.650000
1.230000,296.480896,369.994423,346.630973,0.650000
1.235000,308.709346,369.994423,349.254141,0.650000
1.240000,324.028319,369.994423,352.048002,0.650000
1.245000,331.782560,369.994423,354.423942,0.650000
1.250000,332.593549,369.994423,354.845938,0.650000
1.255000,330.422902,369.994423,352.403232,0.650000
1.260000,314.737859,369.994423,348.008907,0.650000
1.265000,289.132519,369.994423,342.834902,0.650000
1.270000,269.006492,369.994423,337.486190,0.650000
1.275000,258.679195,369.994423,333.014694,0.650000
1.280000,254.012728,369.994423,330.189397,0.650000
1.285000,250.859347,369.994423,328.780107,0.650000
1.290000,248.771126,369.994423,315.012623,0.650000
1.295000,248.873775,369.994423,301.588775,0.650000
1.300000,250.297106,329.627557,288.072494,0.150000
1.305000,250.397008,329.627557,274.192177,0.150000
1.310000,248.554831,329.627557,259.741734,0.150000
1.315000,245.553590,329.627557,257.897523,0.150000
1.320000,242.242170,329.627557,255.596716,0.150000
1.325000,239.448808,329.627557,262.674836,0.150000
1.330000,236.862852,329.627557,270.047063,0.150000
1.335000,233.852650,329.627557,277.810071,0.650000
1.340000,230.765445,329.627557,285.964641,0.650000
1.345000,228.306019,329.627557,294.561873,0.650000
1.350000,227.115891,329.627557,294.071674,0.650000
1.355000,227.159443,329.627557,293.654785,0.650000
1.360000,226.849803,329.627557,293.251465,0.650000
1.365000,224.809884,329.627557,293.039987,0.650000
1.370000,222.544306,329.627557,293.283428,0.650000
1.375000,224.094779,329.627557,293.999362,0.650000
1.380000,230.637166,329.627557,294.982773,0.650000
1.385000,237.077440,329.627557,296.027462,0.650000
1.390000,238.858608,329.627557,296.689434,0.650000
1.395000,237.468430,329.627557,296.393748,0.650000
1.400000,233.551532,329.627557,295.049204,0.650000
1.405000,226.413078,329.627557,293.128724,0.650000
1.410000,217.869664,329.627557,291.138036,0.650000
1.415000,211.423180,329.627557,231.937846,0.650000
1.420000,209.030031,329.627557,173.237348,0.650000
1.425000,0.000000,0.000000,0.000000,0.000000
1.430000,0.000000,0.000000,0.000000,0.000000
1.435000,0.000000,0.000000,0.000000,0.000000
1.440000,0.000000,0.000000,0.000000,0.000000
1.445000,0.000000,0.000000,0.000000,0.000000
1.450000,0.000000,0.000000,0.000000,0.000000
1.455000,0.000000,0.000000,0.000000,0.000000
1.460000,0.000000,0.000000,0.000000,0.000000
1.465000,0.000000,0.000000,0.000000,0.000000
1.470000,0.000000,0.000000,0.000000,0.000000
1.475000,0.000000,0.000000,0.000000,0.000000
1.480000,0.000000,0.000000,0.000000,0.000000
1.485000,0.000000,0.000000,0.000000,0.000000
1.490000,145.119372,329.627557,104.201424,0.150000
1.495000,145.856425,329.627557,139.864467,0.150000
1.500000,147.465051,329.627557,177.193764,0.150000
1.505000,151.613033,329.627557,182.732009,0.150000
1.510000,161.414534,329.627557,190.333041,0.150000
1.515000,177.697284,329.627557,197.679231,0.150000
1.520000,190.568375,329.627557,203.163941,0.150000
1.525000,190.677936,329.627557,206.362529,0.150000
1.530000,183.876035,329.627557,207.392718,0.150000
1.535000,180.229756,329.627557,208.126889,0.150000
1.540000,183.757218,329.627557,211.608761,0.150000
1.545000,194.887031,329.627557,218.734044,0.150000
1.550000,211.159535,329.627557,228.396541,0.150000
1.555000,225.789464,329.627557,239.047818,0.150000
1.560000,237.067971,329.627557,249.293387,0.150000
1.565000,246.411791,329.627557,258.222656,0.150000
1.570000,255.155081,329.627557,265.888469,0.150000
1.575000,263.684646,329.627557,272.296396,0.150000
1.580000,270.882484,329.627557,277.224931,0.150000
1.585000,274.761661,329.627557,280.447984,0.150000
1.590000,275.403173,329.627557,281.948204,0.150000
1.595000,274.114215,329.627557,282.029534,0.150000
1.600000,272.509473,329.627557,281.338355,0.150000
1.605000,271.360891,329.627557,280.490321,0.150000
1.610000,270.695906,329.627557,279.843461,0.150000
1.615000,270.414736,329.627557,279.453676,0.150000
1.620000,270.309159,329.627557,279.247366,0.150000
1.625000,270.216618,329.627557,279.164084,0.150000
1.630000,270.147301,329.627557,279.148685,0.150000
1.635000,270.206013,329.627557,279.152329,0.150000
1.640000,270.324155,329.627557,279.163873,0.150000
1.645000,270.330591,329.627557,279.198336,0.150000
1.650000,270.284523,329.627557,279.225181,0.150000
1.655000,270.350029,329.627557,285.148217,0.150000
1.660000,270.363920,329.627557,291.059389,0.150000
1.665000,270.219810,329.627557,296.960616,0.650000
1.670000,270.065956,329.627557,302.805086,0.650000
1.675000,269.812009,329.627557,308.564349,0.650000
1.680000,269.160272,329.627557,308.289086,0.650000
1.685000,267.976770,329.627557,307.905529,0.650000
1.690000,266.287472,329.627557,307.477393,0.650000
1.695000,264.586578,329.627557,307.126646,0.650000
1.700000,263.695778,329.627557,306.899506,0.650000
1.705000,264.149597,329.627557,306.722939,0.650000
1.710000,264.731925,329.627557,306.516005,0.650000
1.715000,263.765084,329.627557,306.300343,0.650000
1.720000,261.630379,329.627557,306.116778,0.650000
1.725000,260.614892,329.627557,306.033529,0.650000
1.730000,261.527235,329.627557,306.177633,0.650000
1.735000,263.542648,329.627557,306.611587,0.650000
1.740000,265.823722,329.627557,307.207812,0.650000
1.745000,267.829714,329.627557,307.806000,0.650000
1.750000,269.132400,329.627557,308.342916,0.650000
1.755000,270.072773,329.627557,308.812980,0.650000
1.760000,271.212878,329.627557,309.170603,0.650000
1.765000,272.538925,329.627557,309.384983,0.650000
1.770000,272.938607,329.627557,309.445040,0.650000
1.775000,272.194969,329.627557,309.319170,0.650000
1.780000,270.930741,329.627557,308.995141,0.650000
1.785000,269.414734,329.627557,308.557505,0.650000
1.790000,267.909935,329.627557,308.099715,0.650000
1.795000,266.686668,329.627557,307.658887,0.650000
1.800000,265.655110,329.627557,307.256550,0.650000
1.805000,264.633202,329.627557,306.902933,0.650000
1.810000,263.667054,329.627557,306.593762,0.650000
1.815000,262.858262,329.627557,299.570307,0.650000
1.820000,262.269942,329.627557,292.583202,0.650000
1.825000,261.971524,329.627557,285.596373,0.150000
1.830000,261.764557,329.627557,278.550383,0.150000
1.835000,261.368354,329.627557,271.392785,0.150000
1.840000,260.687320,329.627557,270.803306,0.150000
1.845000,259.788549,329.627557,269.896798,0.150000
1.850000,258.503997,329.627557,268.552974,0.150000
1.855000,256.432159,329.627557,266.828434,0.150000
1.860000,253.463509,329.627557,264.936604,0.150000
1.865000,250.542963,329.627557,263.019407,0.150000
1.870000,248.660141,329.627557,261.266337,0.150000
1.875000,247.226364,329.627557,260.016986,0.150000
1.880000,246.119987,329.627557,259.555160,0.150000
1.885000,246.114383,329.627557,259.908527,0.150000
1.890000,247.826339,329.627557,260.897639,0.150000
1.895000,250.738770,329.627557,262.221287,0.150000
1.900000,253.044671,329.627557,263.654569,0.150000
1.905000,253.906150,329.627557,264.835386,0.150000
1.910000,254.545455,329.627557,265.462822,0.150000
1.915000,254.772322,329.627557,265.662257,0.150000
1.920000,254.429572,329.627557,265.823849,0.150000
1.925000,254.217814,329.627557,266.217221,0.150000
1.930000,254.856692,329.627557,267.037643,0.150000
1.935000,256.859408,329.627557,268.284159,0.150000
1.940000,259.598332,329.627557,270.051356,0.150000
1.945000,261.762023,329.627557,272.100069,0.150000
1.950000,264.613089,329.627557,272.943178,0.150000
1.955000,266.907941,329.627557,271.192022,0.150000
1.960000,261.818877,329.627557,266.948346,0.150000
1.965000,249.297412,329.627557,260.834973,0.150000
1.970000,236.799225,329.627557,253.623392,0.150000
1.975000,228.652070,329.627557,247.016639,0.150000
1.980000,224.486880,329.627557,242.691242,0.150000
1.985000,222.955619,329.627557,240.810329,0.150000
1.990000,223.853904,329.627557,240.552273,0.150000
1.995000,225.735027,329.627557,241.103571,0.150000
2.000000,227.134093,329.627557,241.338488,0.150000
2.005000,227.729813,329.627557,241.333490,0.150000
2.010000,227.602291,311.126984,240.937657,0.150000
2.015000,227.089310,311.126984,240.276523,0.150000
2.020000,226.671407,311.126984,239.510898,0.150000
2.025000,226.509872,311.126984,239.368974,0.150000
2.030000,226.490944,311.126984,239.398478,0.150000
2.035000,226.767448,311.126984,239.618080,0.150000
2.040000,227.262861,311.126984,240.002807,0.150000
2.045000,227.963185,311.126984,240.520308,0.150000
2.050000,228.772973,311.126984,241.108332,0.150000
2.055000,229.535064,311.126984,241.698881,0.150000
2.060000,230.226417,311.126984,242.248007,0.150000
2.065000,230.736678,311.126984,242.747688,0.150000
2.070000,231.193336,311.126984,243.222981,0.150000
2.075000,231.712271,311.126984,243.692691,0.150000
2.080000,232.330904,311.126984,244.172305,0.150000
2.085000,232.989421,311.126984,244.644487,0.150000
2.090000,233.557936,311.126984,245.086079,0.150000
2.095000,233.970879,311.126984,253.131238,0.150000
2.100000,234.309868,311.126984,261.095467,0.150000
2.105000,234.695926,311.126984,269.005857,0.650000
2.110000,235.139031,311.126984,276.889688,0.650000
2.115000,235.750582,311.126984,284.756883,0.650000
2.120000,236.374019,311.126984,284.954724,0.650000
2.125000,236.959635,311.126984,285.156884,0.650000
2.130000,237.522230,311.126984,285.357787,0.650000
2.135000,238.027030,311.126984,285.570962,0.650000
2.140000,238.620625,311.126984,285.814301,0.650000
2.145000,239.419376,311.126984,286.109811,0.650000
2.150000,240.435899,311.126984,286.490310,0.650000
2.155000,241.743813,311.126984,286.983935,0.650000
2.160000,243.462719,311.126984,287.615837,0.650000
2.165000,245.672410,311.126984,288.372112,0.650000
2.170000,248.446547,311.126984,289.194592,0.650000
2.175000,251.239834,311.126984,290.024199,0.650000
2.180000,253.493521,311.126984,290.800238,0.650000
2.185000,255.314251,311.126984,291.413474,0.650000
2.190000,256.758677,311.126984,291.754151,0.650000
2.195000,257.207074,311.126984,291.773547,0.650000
2.200000,256.106646,311.126984,291.548975,0.650000
2.205000,253.770609,311.126984,291.264025,0.650000
2.210000,252.106077,311.126984,291.081238,0.650000
2.215000,252.687966,311.126984,290.961678,0.650000
2.220000,254.595825,311.126984,290.667756,0.650000
2.225000,254.398643,311.126984,289.848861,0.650000
2.230000,249.571723,311.126984,288.133493,0.650000
2.235000,240.407580,311.126984,285.567640,0.650000
2.240000,228.182712,311.126984,282.944575,0.650000
2.245000,217.940784,311.126984,281.190655,0.650000
2.250000,216.926284,311.126984,280.498049,0.650000
2.255000,224.515718,311.126984,280.638588,0.650000
2.260000,230.513205,311.126984,281.365375,0.650000
2.265000,230.190422,311.126984,282.267126,0.650000
2.270000,228.323456,311.126984,283.322607,0.650000
2.275000,229.808435,311.126984,285.820543,0.650000
2.280000,239.594026,311.126984,291.618671,0.650000
2.285000,266.198003,311.126984,301.562278,0.650000
2.290000,313.020819,311.126984,315.324201,0.650000
2.295000,370.374986,311.126984,331.476640,0.650000
2.300000,426.407327,311.126984,272.396272,0.650000
2.305000,470.343155,311.126984,210.038306,0.650000
2.310000,0.000000,0.000000,0.000000,0.000000
2.315000,0.000000,0.000000,0.000000,0.000000
2.320000,0.000000,0.000000,0.000000,0.000000
2.325000,0.000000,0.000000,0.000000,0.000000
2.330000,0.000000,0.000000,0.000000,0.000000
2.335000,0.000000,0.000000,0.000000,0.000000
2.340000,0.000000,0.000000,0.000000,0.000000
2.345000,0.000000,0.000000,0.000000,0.000000
2.350000,0.000000,0.000000,0.000000,0.000000
2.355000,0.000000,0.000000,0.000000,0.000000
2.360000,0.000000,0.000000,0.000000,0.000000
2.365000,0.000000,0.000000,0.000000,0.000000
2.370000,0.000000,0.000000,0.000000,0.000000
2.375000,0.000000,0.000000,0.000000,0.000000
2.380000,0.000000,0.000000,0.000000,0.000000
2.385000,0.000000,0.000000,0.000000,0.000000
2.390000,0.000000,0.000000,0.000000,0.000000
2.395000,0.000000,0.000000,0.000000,0.000000
2.400000,240.228703,311.126984,149.410483,0.150000
2.405000,237.979730,311.126984,198.047925,0.150000
2.410000,235.962474,311.126984,245.732808,0.150000
2.415000,231.197840,311.126984,242.960769,0.150000
2.420000,225.594548,311.126984,241.363299,0.150000
2.425000,223.922592,311.126984,241.411325,0.150000
2.430000,228.582847,311.126984,243.033883,0.150000
2.435000,236.244984,311.126984,245.454132,0.150000
2.440000,240.742298,311.126984,254.962963,0.150000
2.445000,239.831302,311.126984,263.307436,0.150000
2.450000,235.185341,311.126984,270.067854,0.650000
2.455000,229.869405,311.126984,275.924314,0.650000
2.460000,225.848098,311.126984,281.882198,0.650000
2.465000,223.856467,311.126984,281.006859,0.650000
2.470000,223.092951,311.126984,280.473983,0.650000
2.475000,222.680505,311.126984,280.190624,0.650000
2.480000,222.256883,311.126984,280.018517,0.650000
2.485000,221.800118,311.126984,279.881330,0.650000
2.490000,221.397793,311.126984,279.762664,0.650000
2.495000,221.133139,311.126984,279.674727,0.650000
2.500000,220.985282,311.126984,279.638213,0.650000
2.505000,221.000638,311.126984,279.662860,0.650000
2.510000,221.278478,311.126984,279.744062,0.650000
2.515000,221.749900,311.126984,279.877128,0.650000
2.520000,222.293160,311.126984,280.051992,0.650000
2.525000,222.886231,311.126984,280.251451,0.650000
2.530000,223.498698,311.126984,280.447894,0.650000
2.535000,224.127893,311.126984,280.614433,0.650000
2.540000,224.556220,311.126984,280.728103,0.650000
2.545000,224.672300,311.126984,280.764154,0.650000
2.550000,224.510089,311.126984,280.709445,0.650000
2.555000,224.013705,311.126984,271.766020,0.650000
2.560000,223.346339,311.126984,262.818204,0.650000
2.565000,222.871815,311.126984,253.973215,0.150000
2.570000,222.893783,311.126984,245.227757,0.150000
2.575000,223.431858,311.126984,236.466300,0.150000
2.580000,223.812939,311.126984,236.345509,0.150000
2.585000,223.444028,311.126984,235.932511,0.150000
2.590000,222.161284,311.126984,235.242092,0.150000
2.595000,220.464382,311.126984,234.620401,0.150000
2.600000,219.370569,311.126984,234.735287,0.150000
2.605000,220.155935,311.126984,236.051228,0.150000
2.610000,224.119825,311.126984,238.094577,0.150000
2.615000,229.902116,311.126984,239.856308,0.150000
2.620000,232.484080,311.126984,240.716585,0.150000
2.625000,229.733695,311.126984,240.573312,0.150000
2.630000,225.216384,311.126984,239.899693,0.150000
2.635000,223.277045,311.126984,239.796552,0.150000
2.640000,225.939652,311.126984,241.144866,0.150000
2.645000,231.877369,311.126984,243.775179,0.150000
2.650000,237.664949,311.126984,246.854827,0.150000
2.655000,240.688814,311.126984,249.442692,0.150000
2.660000,241.392622,311.126984,250.942558,0.150000
2.665000,241.162392,311.126984,251.095297,0.150000
2.670000,240.700108,311.126984,250.101733,0.150000
2.675000,238.563412,311.126984,248.385587,0.150000
2.680000,234.844320,311.126984,246.747328,0.150000
2.685000,231.297647,311.126984,244.689026,0.150000
2.690000,228.260767,329.627557,242.550016,0.150000
2.695000,225.327643,329.627557,240.707651,0.150000
2.700000,222.716192,329.627557,239.210089,0.150000
2.705000,220.742073,329.627557,237.411948,0.150000
2.710000,219.223651,329.627557,235.816041,0.150000
2.715000,217.683467,329.627557,234.374013,0.150000
2.720000,215.939957,329.627557,233.036220,0.150000
2.725000,214.233675,329.627557,231.811274,0.150000
2.730000,212.872699,329.627557,242.573904,0.150000
2.735000,212.018086,329.627557,253.597834,0.150000
2.740000,211.515201,329.627557,264.873022,0.650000
2.745000,211.013806,329.627557,276.346760,0.650000
2.750000,210.459391,329.627557,287.942103,0.650000
2.755000,209.990590,329.627557,287.785158,0.650000
2.760000,209.652306,329.627557,287.648800,0.650000
2.765000,209.273137,329.627557,287.549421,0.650000
2.770000,209.065832,329.627557,287.488986,0.650000
2.775000,209.039696,329.627557,287.464415,0.650000
2.780000,209.127232,329.627557,287.453497,0.650000
